gene_id,DRR316901,DRR316902,DRR316903,DRR316904,DRR316905,DRR316906
gene-ptpra|ptpra,0,0,0,0,0,0
gene-birc6|birc6,0,0,0,0,0,0
gene-LOC105947438|LOC105947438,0,0,0,0,0,0
gene-memo1|memo1,0,0,0,0,0,0
gene-zdhhc14|zdhhc14,0,0,0,0,0,0
gene-stxbp5|stxbp5,0,0,0,0,0,0
gene-syne1|syne1,0,0,0,0,0,0
gene-irf2bp2|irf2bp2,0,0,0,0,0,0
gene-qki|qki,112,111,117,98,108,120
gene-reps1|reps1,0,0,0,0,0,0
gene-LOC101731866|LOC101731866,0,0,0,0,0,0
gene-hivep2|hivep2,0,0,0,0,0,0
gene-eya4|eya4,5,9,0,0,0,0
gene-pde7b|pde7b,0,0,0,0,0,0
gene-marcks|marcks,182,196,106,183,238,302
gene-amd1|amd1,0,212,75,78,204,90
gene-afg1l|afg1l,0,0,0,0,0,0
gene-hace1|hace1,0,0,0,0,0,0
gene-pnisr|pnisr,0,0,0,0,0,0
gene-grik2|grik2,0,0,0,0,0,0
gene-tent5a|tent5a,0,0,0,0,0,0
gene-ascc3|ascc3,0,0,0,0,0,0
gene-syncrip|syncrip,159,190,122,117,197,215
gene-col12a1|col12a1,0,0,0,0,0,0
gene-kcnq5|kcnq5,0,0,0,0,0,1
gene-rims1|rims1,4,0,0,0,3,0
gene-ptp4a1|ptp4a1,0,0,0,0,0,0
gene-dst|dst,0,0,0,0,0,0
gene-LOC105947377|LOC105947377,0,0,0,0,0,0
gene-abcc5|abcc5,0,0,0,0,0,0
gene-camk2n2|camk2n2,17,0,0,9,7,15
gene-tp63|tp63,0,0,0,0,0,0
gene-adgrb3|adgrb3,22,24,21,26,31,28
gene-fgf12|fgf12,0,0,0,0,11,0
gene-eif4a2|eif4a2,456,257,487,524,254,437
gene-LOC116411267|LOC116411267,0,0,0,0,0,0
gene-LOC116411266|LOC116411266,0,0,0,0,0,0
gene-LOC116411289|LOC116411289,0,0,0,0,0,0
gene-LOC116411293|LOC116411293,0,0,0,0,0,0
gene-LOC116411292|LOC116411292,0,0,0,0,0,0
gene-fam43a|fam43a,3,0,0,0,0,0
gene-dcun1d1|dcun1d1,33,24,52,29,29,37
gene-sox2|sox2,5,0,3,3,5,5
gene-dlg1|dlg1,0,0,0,0,0,0
gene-atp11b|atp11b,0,0,0,0,0,0
gene-fxr1|fxr1,0,0,0,0,0,0
gene-gnb4|gnb4,0,0,0,0,0,0
gene-tbl1xr1|tbl1xr1,51,39,43,52,24,69
gene-eif5a|eif5a,0,0,0,0,0,0
gene-slitrk3|slitrk3,0,0,0,0,0,0
gene-pdcd10|pdcd10,46,103,62,78,58,43
gene-LOC116411290|LOC116411290,0,0,0,0,0,0
gene-kpna4|kpna4,46,17,39,15,21,47
gene-mir16b|mir16b,0,0,0,0,0,0
gene-mir15b|mir15b,0,0,0,0,0,0
gene-smc4|smc4,3,9,5,3,8,9
gene-tnik|tnik,0,0,0,0,0,0
gene-mgam|mgam,0,0,0,0,0,0
gene-schip1|schip1,0,0,0,0,0,0
gene-pfn2|pfn2,0,0,0,0,0,0
gene-xrn1|xrn1,0,0,0,0,0,0
gene-u2surp|u2surp,0,0,0,0,0,0
gene-mbnl1|mbnl1,32,21,16,22,21,37
gene-dock10|dock10,0,0,0,0,0,0
gene-spsb4|spsb4,0,0,0,0,0,0
gene-wdr33|wdr33,0,0,0,0,0,0
gene-hdlbp|hdlbp,0,0,0,0,0,0
gene-mff|mff,0,0,0,0,0,0
gene-agfg1|agfg1,0,0,0,0,0,0
gene-fam168b|fam168b,0,0,0,0,0,0
gene-arhgef4|arhgef4,0,0,0,0,0,0
gene-trip12|trip12,0,0,0,0,0,0
gene-rps7|rps7,28,21,11,20,15,15
gene-LOC116411260|LOC116411260,0,0,0,0,0,0
gene-LOC116411265|LOC116411265,0,0,0,0,0,0
gene-LOC116411261|LOC116411261,0,0,0,0,0,0
gene-LOC116411259|LOC116411259,0,0,0,0,0,0
gene-LOC116411262|LOC116411262,0,0,0,0,0,0
gene-LOC116411264|LOC116411264,0,0,0,0,0,0
gene-LOC116411263|LOC116411263,0,0,0,0,0,0
gene-trappc12|trappc12,0,0,0,0,0,0
gene-rhob|rhob,163,64,52,113,75,111
gene-myt1l|myt1l,7,0,0,0,6,0
gene-dnajc5g|dnajc5g,0,0,0,0,0,0
gene-LOC100495895|LOC100495895,0,0,0,0,0,0
gene-LOC100486870|LOC100486870,1,0,0,0,0,0
gene-LOC100496181|LOC100496181,1,0,0,0,0,0
gene-LOC100496436|LOC100496436,1,0,1,0,0,0
gene-LOC101730940|LOC101730940,1,0,1,0,0,0
gene-LOC101732029|LOC101732029,0,0,0,0,0,0
gene-LOC101734862|LOC101734862,1,0,0,1,0,0
gene-LOC100485294|LOC100485294,9,4,10,14,3,10
gene-LOC100498072|LOC100498072,1,0,0,1,0,0
gene-klhl29|klhl29,0,0,0,0,0,0
gene-LOC100495640|LOC100495640,0,0,0,0,0,0
gene-LOC100498647|LOC100498647,1,0,1,1,0,1
gene-znf665l|znf665l,0,0,0,0,0,0
gene-LOC116411634|LOC116411634,1,0,0,1,0,0
gene-hkr1|hkr1,0,0,0,0,0,0
gene-LOC101730917|LOC101730917,0,0,0,0,0,0
gene-LOC101734458|LOC101734458,0,0,0,0,0,0
gene-LOC100487167|LOC100487167,0,0,0,0,0,0
gene-LOC100487319|LOC100487319,0,0,0,0,0,0
gene-LOC101734900|LOC101734900,0,0,0,0,0,0
gene-LOC116411631|LOC116411631,0,0,0,0,0,0
gene-LOC116411628|LOC116411628,0,0,0,0,0,0
gene-LOC100485134|LOC100485134,1,0,0,0,0,0
gene-rheb|rheb,0,0,0,0,0,0
gene-LOC100491917|LOC100491917,0,0,0,0,0,0
gene-cspg5|cspg5,0,0,0,0,0,0
gene-kmt2c|kmt2c,0,0,0,0,0,0
gene-cul2|cul2,0,0,0,0,0,0
gene-LOC105947699|LOC105947699,0,0,0,0,0,0
gene-zeb1|zeb1,0,0,0,0,0,0
gene-wac|wac,49,25,45,21,30,38
gene-LOC108647848|LOC108647848,0,0,0,0,0,0
gene-epc1|epc1,52,49,42,33,31,63
gene-dip2c|dip2c,0,0,0,0,0,0
gene-abi1|abi1,0,0,0,0,0,0
gene-dnajc1|dnajc1,0,0,0,0,0,0
gene-adam22|adam22,0,0,0,0,0,0
gene-cldn12|cldn12,0,0,0,0,0,0
gene-phf14|phf14,0,0,0,0,0,0
gene-snx13|snx13,0,0,0,0,0,0
gene-hoxa2|hoxa2,0,0,0,0,0,0
gene-igf2bp3|igf2bp3,18,27,17,20,23,16
gene-LOC101733863|LOC101733863,0,0,0,0,0,0
gene-skap2|skap2,0,0,0,0,0,0
gene-hoxa3|hoxa3,0,0,0,0,0,0
gene-LOC105947685|LOC105947685,0,0,0,0,0,0
gene-hoxa4|hoxa4,0,0,0,0,0,0
gene-LOC116411597|LOC116411597,0,0,0,0,0,0
gene-hoxa6|hoxa6,0,0,0,0,0,0
gene-hoxa7|hoxa7,0,0,0,0,0,0
gene-hoxa9|hoxa9,0,0,0,0,0,0
gene-mir196b|mir196b,0,0,0,0,0,0
gene-hoxa5|hoxa5,11,16,12,17,9,19
gene-hibadh|hibadh,0,0,0,0,0,0
gene-LOC105947684|LOC105947684,0,0,0,0,0,0
gene-rpl15|rpl15,0,0,0,0,0,0
gene-satb1|satb1,0,0,0,0,0,0
gene-kcnh8|kcnh8,0,0,0,0,0,0
gene-creb5|creb5,0,0,0,0,0,0
gene-LOC116411824|LOC116411824,0,0,0,0,0,0
gene-tbc1d5|tbc1d5,0,0,0,0,0,0
gene-rarb|rarb,0,0,0,6,3,0
gene-slc4a7|slc4a7,0,0,0,0,0,0
gene-stt3b|stt3b,0,0,0,0,0,0
gene-thrb|thrb,0,0,0,0,0,0
gene-LOC116411500|LOC116411500,0,0,0,0,0,0
gene-dnajc13|dnajc13,0,0,0,0,0,0
gene-eif1b|eif1b,0,0,0,0,0,0
gene-neurod6|neurod6,3,19,0,11,9,7
gene-gli3|gli3,0,0,0,0,0,0
gene-ikzf1|ikzf1,0,0,0,0,0,0
gene-septin7|septin7,0,0,0,0,0,0
gene-LOC108644713|LOC108644713,0,0,0,0,0,0
gene-pcbp2|pcbp2,11,11,8,0,27,22
gene-abitram|abitram,0,0,0,0,0,5
gene-ube2ql1|ube2ql1,5,0,0,0,0,0
gene-basp1|basp1,0,0,0,0,0,0
gene-fbxl7|fbxl7,0,0,0,0,0,0
gene-foxc1|foxc1,2,0,0,0,0,0
gene-tfap2a|tfap2a,0,0,0,0,0,0
gene-rbm24|rbm24,0,0,0,0,0,0
gene-id4|id4,2,0,0,3,0,0
gene-jarid2|jarid2,162,232,92,125,649,152
gene-LOC116411470|LOC116411470,0,0,0,0,0,0
gene-gmds|gmds,0,0,0,0,0,0
gene-sox4|sox4,3,0,0,3,4,5
gene-atxn1|atxn1,21,39,18,12,19,23
gene-dcdc2|dcdc2,0,0,0,0,0,0
gene-tshz1|tshz1,0,0,5,0,0,4
gene-znf516|znf516,6,0,13,11,0,0
gene-cbln2|cbln2,8,4,0,0,0,0
gene-socs6|socs6,0,0,0,0,0,0
gene-neto1|neto1,0,0,0,0,0,0
gene-rttn|rttn,0,0,0,0,0,0
gene-cdkal1|cdkal1,0,0,0,0,0,0
gene-ppp4r1|ppp4r1,0,0,0,0,0,0
gene-gnal|gnal,13,4,4,0,5,14
gene-piezo2|piezo2,0,0,0,0,0,0
gene-ttc39c|ttc39c,0,0,0,0,0,0
gene-rock1|rock1,0,0,0,0,0,0
gene-ss18|ss18,0,0,0,0,0,0
gene-znf521|znf521,0,0,0,0,0,0
gene-LOC116411825|LOC116411825,0,0,0,0,0,0
gene-ccdc178|ccdc178,0,8,4,0,0,0
gene-cdh2|cdh2,0,0,0,0,0,0
gene-ptprm|ptprm,0,0,0,0,0,0
gene-LOC116411498|LOC116411498,0,0,0,0,0,0
gene-nol4|nol4,0,0,0,0,0,0
gene-plag1|plag1,0,0,0,0,0,0
gene-st18|st18,0,0,0,0,0,0
gene-dtna|dtna,0,0,0,0,0,0
gene-LOC100489631|LOC100489631,26,8,12,8,17,30
gene-fam110b|fam110b,0,0,0,0,0,0
gene-chd7|chd7,0,6,6,4,12,10
gene-LOC116411838|LOC116411838,0,0,0,0,0,0
gene-bhlhe22|bhlhe22,1,1,0,0,0,0
gene-ythdf3|ythdf3,44,55,37,35,44,56
gene-tram1|tram1,0,0,0,0,0,0
gene-slco5a1|slco5a1,0,0,0,0,0,0
gene-pex2|pex2,0,0,0,0,0,0
gene-stau2|stau2,0,0,0,0,0,0
gene-zfhx4|zfhx4,18,53,26,24,52,36
gene-stmn2|stmn2,0,0,0,0,0,0
gene-LOC116411467|LOC116411467,0,0,0,0,0,0
gene-triqk|triqk,0,0,0,0,0,0
gene-osr2|osr2,0,0,0,0,0,0
gene-esrp1|esrp1,0,0,0,0,0,0
gene-runx1t1|runx1t1,0,0,0,0,0,0
gene-azin1|azin1,0,0,0,0,0,0
gene-LOC100494953|LOC100494953,0,0,0,0,0,0
gene-LOC116411457|LOC116411457,0,0,0,0,0,0
gene-pabpc1|pabpc1,0,0,0,0,0,0
gene-ubr5|ubr5,61,0,0,0,14,87
gene-rims2|rims2,0,0,0,0,0,0
gene-taf2|taf2,0,0,0,0,0,0
gene-trps1|trps1,0,0,0,0,0,0
gene-LOC116411551|LOC116411551,0,0,0,0,0,0
gene-fam49b|fam49b,0,0,0,0,0,0
gene-LOC116411892|LOC116411892,1,0,0,1,1,1
gene-LOC116411790|LOC116411790,1,0,0,1,1,1
gene-LOC116411801|LOC116411801,1,1,0,1,1,1
gene-LOC116411812|LOC116411812,1,0,0,0,1,1
gene-LOC116411823|LOC116411823,1,0,0,1,1,1
gene-LOC116411834|LOC116411834,1,1,0,1,1,1
gene-LOC116411786|LOC116411786,1,0,0,0,0,0
gene-LOC116411845|LOC116411845,1,0,0,1,1,1
gene-LOC116411856|LOC116411856,1,0,0,1,1,1
gene-LOC116411857|LOC116411857,1,1,0,1,1,0
gene-LOC116411858|LOC116411858,1,0,0,0,0,0
gene-LOC116411859|LOC116411859,1,0,0,1,1,0
gene-LOC116411861|LOC116411861,1,1,0,1,1,1
gene-LOC116411862|LOC116411862,1,0,0,1,1,0
gene-LOC116411787|LOC116411787,1,1,0,0,1,0
gene-LOC116411796|LOC116411796,1,0,0,1,0,1
gene-LOC116411863|LOC116411863,1,1,0,1,1,1
gene-LOC116411864|LOC116411864,1,0,0,0,0,0
gene-LOC116411865|LOC116411865,1,1,0,0,1,1
gene-LOC116411866|LOC116411866,1,1,0,0,1,1
gene-LOC116411867|LOC116411867,1,0,0,0,1,1
gene-LOC116411868|LOC116411868,1,1,0,0,1,1
gene-LOC116411869|LOC116411869,1,0,0,0,0,1
gene-LOC116411870|LOC116411870,1,1,0,0,1,0
gene-LOC116411871|LOC116411871,1,1,0,1,1,1
gene-LOC116411872|LOC116411872,1,0,0,1,1,1
gene-LOC116411873|LOC116411873,1,1,0,1,1,1
gene-LOC116411874|LOC116411874,1,0,0,0,1,1
gene-LOC116411876|LOC116411876,1,0,0,1,1,1
gene-LOC116411877|LOC116411877,1,0,0,1,1,1
gene-LOC116411879|LOC116411879,1,0,0,0,1,0
gene-LOC116411882|LOC116411882,1,0,0,0,1,0
gene-LOC116411885|LOC116411885,1,0,0,1,1,1
gene-LOC116411886|LOC116411886,1,0,0,1,1,1
gene-puf60|puf60,0,0,0,0,0,0
gene-arhgap39|arhgap39,0,0,0,0,0,0
gene-acta2|acta2,0,0,0,0,0,0
gene-pten|pten,0,0,0,0,0,0
gene-ccdc6|ccdc6,0,0,0,0,0,0
gene-ank3|ank3,15,7,0,0,16,0
gene-LOC100379718|LOC100379718,0,0,0,0,0,0
gene-prkg1|prkg1,0,0,0,0,0,0
gene-LOC116412093|LOC116412093,0,0,0,0,0,0
gene-jmjd1c|jmjd1c,11,12,5,6,10,10
gene-ppp2r2d|ppp2r2d,0,0,0,0,0,0
gene-ebf3|ebf3,8,6,4,0,11,12
gene-ide|ide,0,0,0,0,0,0
gene-LOC116412096|LOC116412096,0,0,0,0,0,0
gene-oga|oga,0,0,0,0,0,0
gene-lcor|lcor,0,0,0,0,0,0
gene-hnrnph3|hnrnph3,246,231,219,202,231,254
gene-slit1|slit1,0,0,0,0,0,0
gene-LOC105948021|LOC105948021,0,0,0,0,0,0
gene-ccar1|ccar1,40,52,48,53,41,62
gene-ppp3cc|ppp3cc,10,10,10,14,0,8
gene-eif4ebp2|eif4ebp2,0,0,0,0,0,0
gene-sorbs1|sorbs1,0,0,0,0,0,0
gene-camk2g|camk2g,0,0,0,0,0,0
gene-wapl|wapl,0,0,0,0,0,0
gene-ldb3|ldb3,0,0,0,0,0,0
gene-ret|ret,0,0,0,0,0,0
gene-zmiz1|zmiz1,0,0,0,0,0,0
gene-kcnma1|kcnma1,0,0,0,0,0,0
gene-wdfy4|wdfy4,0,0,0,0,0,0
gene-LOC116412016|LOC116412016,0,0,0,0,0,0
gene-LOC105947750|LOC105947750,0,0,0,0,0,0
gene-lrrc18|lrrc18,0,0,0,0,0,0
gene-LOC116412015|LOC116412015,2,0,0,0,0,0
gene-b3gat1|b3gat1,0,0,0,0,0,0
gene-igsf9b|igsf9b,0,0,0,0,0,0
gene-zbtb44|zbtb44,17,14,5,13,11,22
gene-LOC116412538|LOC116412538,14,5,4,5,4,6
gene-LOC116412562|LOC116412562,1592,1154,860,1028,1004,828
gene-LOC116412532|LOC116412532,2971,2082,1596,1669,1489,1350
gene-LOC116412572|LOC116412572,0,0,0,0,0,0
gene-LOC116412573|LOC116412573,0,0,0,0,0,0
gene-LOC116412558|LOC116412558,2389,1699,1265,1520,1445,1252
gene-LOC116412544|LOC116412544,1878,1317,1047,1089,960,848
gene-LOC116412556|LOC116412556,2342,1703,1253,1515,1469,1235
gene-LOC116412545|LOC116412545,14,4,3,5,3,7
gene-LOC116412533|LOC116412533,2941,2066,1569,1656,1466,1354
gene-LOC116412547|LOC116412547,2699,1998,1478,1845,1698,1428
gene-LOC116412548|LOC116412548,12,3,4,5,3,7
gene-LOC116412534|LOC116412534,2932,2047,1565,1687,1471,1338
gene-LOC116412549|LOC116412549,2741,2030,1487,1788,1746,1447
gene-LOC116412560|LOC116412560,14,4,3,5,3,6
gene-LOC116412535|LOC116412535,2874,2026,1549,1594,1417,1293
gene-LOC116412362|LOC116412362,1038,754,572,670,636,576
gene-LOC116412537|LOC116412537,1864,1296,1042,1114,985,835
gene-LOC116412563|LOC116412563,9,2,4,3,2,3
gene-LOC116412561|LOC116412561,799,606,474,572,521,433
gene-LOC116412559|LOC116412559,643,498,355,444,413,342
gene-LOC116412571|LOC116412571,4,2,1,1,2,2
gene-LOC116412363|LOC116412363,48,35,25,31,30,24
gene-LOC116412557|LOC116412557,2017,1503,1102,1310,1260,1090
gene-LOC116412570|LOC116412570,13,5,3,5,3,6
gene-LOC116412546|LOC116412546,2477,1829,1358,1604,1577,1304
gene-LOC116412565|LOC116412565,14,4,3,5,3,6
gene-LOC116412539|LOC116412539,3022,2111,1630,1691,1496,1366
gene-LOC116412540|LOC116412540,1986,1347,1076,1181,1048,844
gene-LOC116412566|LOC116412566,10,2,4,3,1,4
gene-LOC116412551|LOC116412551,2142,1600,1270,1428,1331,1123
gene-LOC116412541|LOC116412541,1621,1154,876,968,874,741
gene-LOC116412567|LOC116412567,11,2,5,3,2,4
gene-LOC116412553|LOC116412553,2239,1691,1328,1509,1450,1175
gene-LOC100127873|LOC100127873,0,0,0,0,0,0
gene-rn18s|rn18s,4,2,2,2,2,3
gene-ddx6|ddx6,0,0,0,0,0,0
gene-kmt2a|kmt2a,0,0,0,0,0,0
gene-cadm1|cadm1,0,0,0,0,0,0
gene-agrn|agrn,3,0,0,0,0,0
gene-gnb1|gnb1,0,0,0,0,0,0
gene-nadk|nadk,0,0,0,0,0,0
gene-rere|rere,16,12,0,0,0,0
gene-dvl1|dvl1,0,0,0,0,0,0
gene-cdc42|cdc42,0,0,0,0,0,10
gene-ap5b1|ap5b1,0,0,0,0,0,0
gene-acap3|acap3,0,0,0,0,0,0
gene-LOC116412574|LOC116412574,0,0,0,0,0,0
gene-LOC116412554|LOC116412554,2470,1840,1360,1619,1570,1322
gene-LOC116412568|LOC116412568,14,6,4,6,3,5
gene-LOC116412542|LOC116412542,2998,2107,1634,1703,1490,1373
gene-LOC116412555|LOC116412555,2515,1865,1381,1647,1607,1324
gene-LOC116412569|LOC116412569,14,6,3,6,3,6
gene-LOC116412543|LOC116412543,3018,2111,1627,1718,1486,1365
gene-LOC116412550|LOC116412550,2602,1922,1437,1683,1652,1385
gene-ptmap12|ptmap12,0,0,0,0,0,0
gene-ybx1|ybx1,0,0,0,0,0,0
gene-foxj3|foxj3,0,0,0,0,0,0
gene-u2af2|u2af2,0,0,0,0,0,0
gene-cnot3|cnot3,0,0,0,0,0,0
gene-rpl18|rpl18,0,0,0,0,0,0
gene-sphk2|sphk2,0,0,0,0,0,0
gene-ttyh1|ttyh1,0,0,0,0,0,0
gene-LOC100497714|LOC100497714,0,0,0,0,0,0
gene-camta1|camta1,0,6,0,0,0,0
gene-brsk1|brsk1,0,0,0,0,0,0
gene-dyrk1a.2|dyrk1a.2,0,0,0,0,0,0
gene-capzb|capzb,0,0,0,0,0,0
gene-LOC116412404|LOC116412404,2,3,3,5,0,4
gene-svbp|svbp,0,0,0,0,0,0
gene-capns1|capns1,0,0,0,0,0,0
gene-cdk16|cdk16,0,0,0,0,0,0
gene-olfm1|olfm1,0,5,5,4,0,7
gene-prrc2b|prrc2b,96,72,51,53,64,126
gene-LOC116407403|LOC116407403,0,0,0,0,0,0
gene-LOC116407402|LOC116407402,0,0,0,0,0,0
gene-LOC116407404|LOC116407404,0,0,0,0,0,0
gene-LOC116407394|LOC116407394,0,0,0,0,0,0
gene-set|set,0,0,0,0,0,0
gene-gnl3l|gnl3l,0,0,0,0,0,0
gene-LOC105948193|LOC105948193,0,0,0,0,0,0
gene-pnck|pnck,0,0,0,0,0,0
gene-huwe1|huwe1,15,11,9,13,15,27
gene-mirlet7f|mirlet7f,0,0,0,0,0,0
gene-mir98|mir98,0,0,0,0,0,0
gene-strbp|strbp,0,0,0,0,0,0
gene-pbx3|pbx3,0,0,0,0,0,0
gene-flna|flna,0,0,0,0,0,0
gene-LOC100495968|LOC100495968,0,0,0,0,0,0
gene-myh8|myh8,0,553,672,803,310,325
gene-LOC100495802|LOC100495802,177,356,503,539,171,333
gene-LOC100495638|LOC100495638,0,0,0,0,0,0
gene-ogt|ogt,0,0,0,0,0,0
gene-thoc2|thoc2,0,0,0,0,0,0
gene-stag2|stag2,23,24,18,23,25,16
gene-acsl4|acsl4,0,0,0,0,0,0
gene-LOC101733657|LOC101733657,18,5,9,11,7,24
gene-ammecr1|ammecr1,51,31,33,41,40,43
gene-mamld1|mamld1,0,0,0,0,0,0
gene-mbnl3|mbnl3,6,0,0,0,0,0
gene-map7d3|map7d3,0,0,0,0,0,0
gene-fgf13|fgf13,0,0,0,0,0,0
gene-pbx2|pbx2,0,0,0,0,0,0
gene-syngap1|syngap1,0,0,0,0,0,0
gene-prrc2a|prrc2a,0,0,0,0,0,0
gene-bicra|bicra,0,0,0,0,0,0
gene-actn4|actn4,110,88,56,82,74,114
gene-calm1|calm1,0,0,0,0,0,0
gene-bcl11b|bcl11b,7,10,3,9,3,5
gene-nemf|nemf,23,25,16,17,29,19
gene-bmp4|bmp4,0,0,0,0,0,0
gene-wdr20|wdr20,0,0,0,0,0,0
gene-eif5|eif5,352,734,251,295,549,462
gene-LOC116407412|LOC116407412,0,0,0,0,0,0
gene-mark3|mark3,0,0,0,0,0,0
gene-znf238.2|znf238.2,7,9,10,0,9,6
gene-akt1|akt1,0,0,0,0,0,0
gene-six4|six4,0,0,0,0,0,0
gene-ppp2r5e|ppp2r5e,0,0,0,0,0,0
gene-ppm1a|ppm1a,0,0,0,0,0,0
gene-myh4|myh4,0,0,0,0,0,0
gene-pcnx1|pcnx1,0,0,0,0,0,0
gene-mbip|mbip,0,0,0,0,0,0
gene-LOC116406740|LOC116406740,0,0,0,0,0,0
gene-actn1|actn1,0,0,0,0,0,0
gene-spred1|spred1,0,0,0,0,0,0
gene-meis2|meis2,0,0,0,0,0,0
gene-actc1|actc1,1006,2358,2499,3505,1002,1525
gene-LOC116406917|LOC116406917,2,0,0,0,0,0
gene-nova1|nova1,75,42,33,40,63,83
gene-hectd1|hectd1,0,0,0,0,0,0
gene-LOC116407341|LOC116407341,1,1,0,0,0,0
gene-LOC116407335|LOC116407335,2,4,5,2,1,0
gene-LOC116407326|LOC116407326,1,1,0,1,1,1
gene-LOC116407320|LOC116407320,1,1,0,1,0,1
gene-LOC116407336|LOC116407336,1,0,1,0,1,1
gene-mta1|mta1,0,0,0,0,0,0
gene-LOC116407363|LOC116407363,1,1,0,0,0,0
gene-LOC116407312|LOC116407312,1,1,1,0,0,0
gene-LOC116407400|LOC116407400,1,1,1,0,1,0
gene-LOC116407411|LOC116407411,1,0,1,0,1,1
gene-LOC116407423|LOC116407423,1,1,1,0,0,1
gene-LOC116407324|LOC116407324,1,1,0,0,0,1
gene-LOC116407343|LOC116407343,1,1,0,1,1,0
gene-LOC116407427|LOC116407427,1,1,0,1,0,1
gene-LOC116407317|LOC116407317,1,0,0,0,1,1
gene-LOC116407332|LOC116407332,1,1,1,0,1,1
gene-LOC116407428|LOC116407428,1,1,0,0,1,0
gene-LOC116407429|LOC116407429,1,1,1,0,1,0
gene-LOC116407259|LOC116407259,1,1,1,1,1,1
gene-LOC116407096|LOC116407096,1,1,0,0,1,1
gene-LOC116407352|LOC116407352,1,1,1,1,1,1
gene-LOC116407101|LOC116407101,1,1,1,0,1,1
gene-LOC116407325|LOC116407325,1,1,0,1,1,0
gene-LOC105948215|LOC105948215,0,0,0,0,0,0
gene-LOC116407348|LOC116407348,0,0,0,0,0,0
gene-LOC116407243|LOC116407243,0,1,0,0,0,0
gene-LOC116407436|LOC116407436,0,1,0,0,1,0
gene-LOC116407437|LOC116407437,0,1,1,0,1,1
gene-LOC116407308|LOC116407308,0,1,1,0,0,1
gene-LOC116407438|LOC116407438,0,1,0,0,1,0
gene-LOC116407439|LOC116407439,0,0,1,0,1,1
gene-LOC116407084|LOC116407084,0,1,0,0,1,1
gene-LOC116407085|LOC116407085,0,1,1,1,1,0
gene-LOC116407086|LOC116407086,0,1,0,1,1,1
gene-LOC116407091|LOC116407091,0,0,1,0,1,1
gene-LOC116407258|LOC116407258,0,1,1,1,0,0
gene-LOC116407092|LOC116407092,0,1,1,0,1,1
gene-LOC116407093|LOC116407093,0,1,0,0,1,1
gene-LOC116407255|LOC116407255,0,0,0,0,0,0
gene-LOC116407272|LOC116407272,0,0,0,0,1,1
gene-LOC116407302|LOC116407302,0,0,0,0,0,0
gene-LOC116407287|LOC116407287,0,1,0,0,0,1
gene-LOC116407094|LOC116407094,0,1,0,1,1,1
gene-LOC116407314|LOC116407314,0,0,0,1,1,0
gene-LOC116407252|LOC116407252,1,1,0,0,1,1
gene-LOC116407433|LOC116407433,1,1,1,1,0,0
gene-LOC116407434|LOC116407434,1,1,1,0,1,0
gene-LOC116407334|LOC116407334,1,1,0,0,0,1
gene-LOC116407440|LOC116407440,1,1,1,1,1,1
gene-LOC116407087|LOC116407087,1,1,1,1,1,0
gene-LOC116407088|LOC116407088,1,1,0,0,0,0
gene-LOC116407090|LOC116407090,1,1,0,0,1,0
gene-LOC116407273|LOC116407273,1,0,0,0,1,1
gene-LOC116407095|LOC116407095,1,1,1,0,1,1
gene-LOC116407269|LOC116407269,1,0,1,0,1,1
gene-LOC116407103|LOC116407103,1,1,0,0,0,1
gene-LOC116407104|LOC116407104,1,0,0,0,1,0
gene-LOC116407105|LOC116407105,1,1,0,1,1,1
gene-LOC116407106|LOC116407106,1,0,1,0,1,1
gene-LOC116407107|LOC116407107,1,1,1,1,0,1
gene-LOC116407108|LOC116407108,1,1,0,0,1,0
gene-LOC116407112|LOC116407112,1,1,0,1,1,1
gene-LOC116407115|LOC116407115,1,1,0,0,0,1
gene-LOC116407126|LOC116407126,1,0,1,1,1,1
gene-LOC116407127|LOC116407127,1,1,0,1,0,1
gene-LOC116407131|LOC116407131,1,1,1,0,1,1
gene-LOC116407132|LOC116407132,1,1,1,1,1,1
gene-LOC116407133|LOC116407133,1,0,0,0,1,1
gene-LOC116407138|LOC116407138,1,1,1,0,0,0
gene-LOC116407353|LOC116407353,1,1,0,1,0,1
gene-LOC116407147|LOC116407147,1,1,0,1,1,1
gene-LOC116407149|LOC116407149,1,1,0,0,0,0
gene-LOC116407152|LOC116407152,1,1,1,1,1,1
gene-LOC116407153|LOC116407153,1,1,0,0,0,0
gene-LOC116407355|LOC116407355,1,1,1,1,0,1
gene-LOC116407154|LOC116407154,1,1,0,0,1,0
gene-LOC116407156|LOC116407156,1,1,1,0,1,1
gene-LOC116407157|LOC116407157,1,1,1,0,1,0
gene-LOC116407159|LOC116407159,1,1,0,0,1,0
gene-LOC116407161|LOC116407161,1,1,1,0,1,1
gene-LOC116407163|LOC116407163,1,1,1,0,1,1
gene-LOC116407168|LOC116407168,1,1,0,1,1,1
gene-LOC116407169|LOC116407169,1,1,0,0,1,1
gene-LOC116407172|LOC116407172,1,1,1,1,0,1
gene-LOC116407173|LOC116407173,1,1,1,1,1,0
gene-LOC116407175|LOC116407175,1,1,1,1,1,1
gene-LOC116407356|LOC116407356,2,1,1,1,1,1
gene-LOC116407176|LOC116407176,1,1,1,0,1,0
gene-LOC116407177|LOC116407177,1,1,0,1,1,1
gene-LOC116407180|LOC116407180,1,1,0,0,1,0
gene-LOC116407364|LOC116407364,2,1,1,1,1,1
